bedrooms,area,bathrooms,price
2,1050,2,16200000
4,1660.4,4,21100000
1,505,1,8500000
3,1565,3,9891000
2,730,1,5200000
2,650,1,4000000
2,650,2,4500000
3,1650,3,11500000
2,650,1,1700000
1,645,1,1645000
1,645,1,1645000
2,1015,2,2588000
1,530,1,1166000
3,1208,3,4500000
2,1200,2,3200000
2,1025,2,2768000
1,582.5,1,1513500
2,1015,2,2588000
3,1065,2,3300000
2,850,2,2540000
1,590,1,1357000
1,645,1,1645000
1,630,1,1386000
2,1015,2,2588000
3,1107,2,4300000
1,520,1,1404000
2,1200,1,3600000
2,975,2,2486000
1,645,1,1645000
2,985,2,2512000
1,645,1,1645000
2,975,2,2486000
2,700,1,1900000
3,1095,2,3200000
3,1208.51,3,4200000
2,876,2,2950000
1,645,1,1645000
1,645,1,1645000
2,937,2,3000000
2,1025,2,2768000
2,975,2,2486000
2,800,2,2500000
1,645,1,1645000
2,778,2,2529000
2,950,2,2565000
2,1200,2,3600000
1,645,1,1645000
2,922,2,3600000
2,674,1,1990000
2,985,2,2512000
2,1025,2,2768000
2,1015,2,2588000
3,1345,2,3950000
3,1033,2,3047000
3,971,2,3800000
2,1015,2,2588000
2,800,1,3000000
2,900,2,3500000
2,975,2,2486000
1,520,1,1404000
3,1323,2,4200000
1,410,1,1000000
2,985,2,2512000
1,645,1,1645000
1,645,1,1645000
2,1200,2,3600000
2,740,1,2200000
2,876,2,2847000
1,520,1,1404000
2,1009,2,3834000
2,1065,2,3500000
3,1470,2,9000000
2,1115,2,3345000
2,1030,2,3450000
6,4200,6,18000000
2,1115,2,4000000
3,1200,3,6777000
2,1104,2,3550000
2,1160,2,5500000
2,1050,2,4100000
2,1065,2,4047000
2,1070,2,3800000
2,1050,2,3500000
2,1093,2,3400000
2,808,2,4000000
2,1010,2,3600000
2,1123,2,3600000
2,1000,2,3500000
4,1500,4,8945000
3,1330,2,5183000
2,1093,2,3700000
2,1115,2,3580000
3,1500,3,6195000
2,830,2,3628000
3,1200,3,6777000
3,1195,2,5600000
2,1175,2,3800000
2,1200,2,4613000
2,1065,2,3600000
2,1050,2,4441000
2,1010,2,3200000
4,2600,5,12000000
4,2325,4,12000000
3,1808,4,8027000
3,3297,3,13500000
4,3500,5,15000000
3,2646,3,9900000
4,2704,5,10500000
3,2325,3,9500000
4,2325,4,12000000
4,3250,4,13600000
4,2665,5,12500000
2,950,2,4000000
3,1600,2,8000000
2,600,1,2500000
5,2400,4,9700000
5,2000,4,6500000
2,1067,2,3800000
3,1320,2,4600000
8,4000,7,11000000
2,1100,2,5000000
2,1208,2,4900000
2,875,2,5280000
2,1800,1,12800000
2,1070,2,5000000
2,1230,2,4800000
3,1428,2,8000000
2,1070,2,4280000
2,1075,2,4676000
2,1070,2,4548000
2,1100,2,5000000
2,1224,2,4500000
2,1090,2,4742000
2,1325,2,5900000
2,1290,2,7200000
2,1115,2,5000000
2,1300,2,5700000
3,1530,3,7700000
2,1197,2,6300000
3,1465,3,7500000
2,1115,2,5000000
2,1215,2,5900000
3,1254,2,6500000
3,1580,3,10500000
2,725,2,3600000
4,2429,3,21000000
2,1075,2,4500000
2,1180,2,7122000
2,1140,2,6200000
3,1560,3,7800000
2,1065,2,4600000
2,1115,2,5000000
2,1115,2,5000000
4,3950,4,45000000
3,2388,4,23900000
2,1710,2,20000000
2,1310,2,11100000
4,3900,5,41500000
3,2560,4,31000000
3,2600,3,37500000
2,1100,2,9000000
3,2300,3,25000000
3,1975,3,15000000
3,1650,3,10000000
3,1730,3,14000000
3,1600,3,15000000
2,1250,2,9500000
2,1280,2,12000000
2,1073,2,7200000
2,1000,2,5800000
2,1200,2,14000000
4,5270,4,125000000
3,3875,3,86400000
3,3875,3,80000000
3,3815,3,76300000
3,2880,3,50100000
3,3489,3,66200000
3,4170,3,80000000
3,2700,3,50100000
3,2880,3,56000000
3,1855,3,22500000
3,1980,3,22400000
2,1541,2,18100000
3,2735,4,34000000
2,708,2,3700000
2,708,1,4000000
2,965,2,4250000
2,814,2,4200000
2,1163,2,6500000
3,1286,2,6800000
2,708,2,3115000
1,708,1,4100000
2,814,2,4370000
2,1295,2,6500000
2,1150,2,7000000
3,2100,3,12000000
2,1220,2,5200000
2,1375,2,6000000
2,1333,2,7856000
2,1220,2,6200000
2,1260,2,6678000
3,1282,2,6852000
2,1360,2,6500000
2,1408,2,8500000
2,1010,2,5100000
2,1080,2,5335000
5,2400,5,10000000
2,1174,2,5900000
1,658,1,3400000
1,658,1,2691000
1,698.5,1,2857000
2,1080,2,5200000
3,1700,3,8820000
3,1498,3,7915000
3,1466,3,7759000
1,775,1,3900000
1,1020,2,4987000
3,1550,3,8500000
2,1340,2,6500000
3,2125,3,10700000
1,658,1,2691000
2,1010,2,5800000
2,1230,2,5800000
2,1260,2,5500000
2,850,2,2800000
2,1390,2,6000000
3,1804,3,12100000
2,1080,2,5000000
3,1999,3,13200000
2,1100,2,4800000
3,1999,3,13500000
2,1100,2,4115000
3,1252,2,7100000
2,1155,2,4600000
2,1128,2,4500000
2,1148,2,5600000
2,1145,2,4650000
3,1829,3,12500000
2,1100,2,4116000
2,1100,2,4675000
2,1315,2,5000000
2,1135,2,5800000
2,1100,2,4118000
2,1370,2,6000000
2,1200,2,7100000
3,1585,2,7900000
2,1005,2,4500000
2,1264,2,5200000
4,1690,3,8000000
4,4200,4,32500000
3,3876,3,30000000
3,2776,4,19500000
3,2440,3,14200000
4,2400,3,20000000
1,654,1,4900000
4,3206,5,27000000
2,1010,2,4039000
2,1010,2,4039000
2,1072,2,4287000
2,1010,2,4040000
2,1010,2,4100000
2,1072,2,4287000
2,970,2,3300000
2,1050,2,3200000
2,850,2,2500000
2,1030,2,4200000
3,1549,3,6500000
1,550,1,1700000
2,1015,2,3350000
2,1104,2,3900000
2,915,2,3200000
1,750,1,2550000
3,1595,3,6200000
2,855,2,3200000
2,1105,2,5000000
2,925,2,3000000
3,1208,3,4500000
2,1100,2,5000000
2,940,2,3290000
3,1382,3,6500000
2,1107,2,4400000
2,907,2,4000000
3,1783,3,8500000
1,550,1,1700000
4,30000,4,210000000
2,1400,2,8000000
3,1717,3,9900000
3,1594,3,9900000
3,1893,3,11500000
2,1400,2,8500000
6,30400,4,182400000
3,1540,3,9000000
3,1875,2,15000000
3,1429,3,8600000
1,640,1,5500000
2,1050,2,8500000
3,1800,3,15000000
3,1720,3,13500000
3,1950,3,16500000
3,2180,3,28500000
1,650,1,7000000
1,780,1,7000000
3,2180,3,28500000
3,1740,3,12000000
3,1695,3,12500000
2,1246,2,9500000
3,2100,3,14500000
2,1276,2,8000000
3,1850,3,18000000
3,2955,3,23500000
3,1650,3,18000000
2,805,2,2214000
3,1267,3,5600000
2,1200,2,5000000
4,2700,3,6800000
2,1153,2,4350000
2,1500,2,4000000
2,1090,2,4350000
2,850,2,2540000
2,674,1,1990000
2,999,2,3290000
2,1132,2,6700000
2,1285,2,8200000
3,2330,3,16200000
2,1330,2,9250000
2,1330,2,8698000
2,1330,2,9336000
3,1500,3,10200000
2,1280,2,6900000
2,1125,2,6500000
3,1734,3,12500000
2,1343,2,8600000
3,2350,4,16300000
3,1860,3,13000000
3,2210,3,16500000
3,2710,3,17700000
3,1025,2,4700000
3,1500,2,6450000
2,1060,2,6000000
2,1152,2,6450000
2,770,1,3600000
2,1070,2,5200000
2,1025,2,4600000
1,589,1,2700000
2,910,2,4000000
2,1108,2,6300000
2,1128,2,6500000
3,1800,3,9500000
1,630,1,3465000
2,1128,2,6300000
3,1599,3,9900000
2,1070,2,5500000
2,940,2,4100000
2,1128,2,6875000
2,1342,2,7330000
3,1360,2,7100000
2,1265,2,5693000
3,1691,2,10200000
2,1128,2,6549000
2,1070,2,5610000
4,2000,4,12000000
2,890,2,4500000
2,1128,2,6565000
2,865,2,4200000
2,910,2,4200000
3,1360,2,7500000
2,770,1,4000000
2,1128,2,6400000
2,1070,2,5400000
3,1571,3,8900000
3,1111,3,5000000
2,870,2,3950000
3,1374,2,7200000
2,1128,2,6535000
2,1128,2,6500000
2,755,1,3400000
3,1563,3,9184000
3,1652,3,7000000
2,1025,2,5450000
2,1070,2,4600000
3,1350,3,5800000
3,1700,3,7500000
2,1128,2,6800000
1,700,1,3500000
3,1360,2,7050000
3,1571,3,10500000
3,1600,3,10400000
3,1500,2,10000000
2,1152,2,6500000
2,1070,2,6000000
2,1128,2,6550000
2,1200,2,5900000
2,1152,2,6575000
2,1070,2,5500000
2,1060,2,5800000
2,1025,2,5410000
3,1500,2,7800000
2,1213,2,5932000
3,1575,3,9000000
3,1449,3,10000000
2,1125,2,5800000
3,1575,3,10100000
1,550,1,1200000
2,919,2,4000000
3,1500,2,7825000
2,1363,2,7900000
2,1108,2,6715000
2,1128,2,6570000
2,1060,2,5100000
3,1650,3,10000000
2,1025,2,4900000
3,1449,3,9000000
2,1070,2,5800000
2,1210,2,5400000
3,1500,2,7500000
2,1070,2,5200000
4,2435,4,11900000
2,1073,2,6000000
3,1500,2,7800000
2,1070,2,4700000
2,1296,2,6500000
2,1140,2,7093000
4,2093,4,10400000
2,1025,2,5390000
2,940,2,5400000
1,435,1,2100000
3,1500,2,7750000
3,1631,3,8000000
2,1355,2,6700000
1,435,1,2200000
2,1039,2,5000000
2,770,1,3990000
2,1128,2,6400000
1,605,1,1331000
1,530,1,1350000
2,1070,2,5300000
3,1571,3,8300000
3,1350,3,6600000
3,1652,3,11000000
2,1128,2,6558000
1,635,1,2800000
2,1128,2,6540000
2,1355,2,7290000
2,770,1,3500000
2,865,2,4000000
2,1108,2,6300000
1,630,1,4050000
1,605,1,2200000
2,1070,2,4800000
3,1360,2,7000000
1,635,1,2800000
2,1128,2,6545000
2,890,2,4000000
3,1360,2,5800000
1,630,1,3370000
3,1400,3,9000000
3,1287,3,5500000
2,1258,2,8550000
2,1386,2,8500000
2,1025,2,5000000
2,1070,2,5500000
2,1342,2,7200000
3,1275,3,7000000
2,770,1,3800000
3,1644,3,9259000
2,1250,2,6200000
1,418,1,1200000
2,1128,2,6480000
2,1060,2,5500000
1,710,1,4042000
3,1275,3,6343000
3,1518,3,7500000
1,1090,2,3148000
2,1060,2,5500000
2,1353,2,7500000
2,1128,2,6700000
2,1070,2,5700000
3,1700,3,9000000
1,750,1,3500000
2,1210,2,5500000
2,1070,2,6000000
3,1615,3,9700000
2,1221,2,6800000
3,1500,3,7300000
2,995,2,4800000
2,1342,2,9000000
2,1128,2,6350000
1,589,1,2900000
3,1575,3,9450000
2,1070,2,4800000
2,1025,2,5400000
3,1500,2,7000000
3,1500,2,6450000
4,2093,4,13400000
2,1355,2,7300000
3,1360,2,6499000
2,1060,2,5200000
2,1056,2,3907000
2,1020,2,3060000
2,1069,2,4500000
1,630,1,2835000
2,1000,2,2500000
2,1090,2,2834000
4,2225,4,9888000
2,775,2,3800000
2,1266,2,5900000
2,1000,2,2888000
2,972,2,4400000
2,1031,2,5500000
2,1003,2,4060000
2,1031,2,5635000
3,1395,2,6278000
2,1160,2,3350000
2,1065,2,3075000
2,1219,2,6125000
2,1000,2,2888000
3,1790,3,10000000
2,769,2,4000000
2,900,2,3250000
3,993,2,5000000
3,1418,3,5247000
2,1070,2,4500000
2,1140,2,3306000
2,1089,2,3267000
2,1031,2,5500000
2,1253,2,6580000
2,1160,2,3350000
3,975,2,4500000
4,6000,4,26000000
2,1116,2,3700000
2,1125,2,2925000
2,1000,2,2888000
2,1000,2,2888000
2,1000,2,2888000
2,1165,2,3029000
2,1031,2,5300000
2,1065,2,3088000
3,1549,3,8000000
2,1065,2,5613000
2,920,2,2600000
2,1140,2,3384000
2,1219,2,6126000
3,1252,2,6500000
2,1125,2,3249000
2,1286,2,6900000
2,1140,2,3292000
2,1116,2,4000000
3,1150,3,4600000
3,1192,2,4700000
2,1020,2,3200000
4,1900,3,9700000
2,1020,2,2743000
2,1025,2,2665000
2,1020,2,2945000
2,1000,2,2888000
2,1140,2,2850000
2,1125,2,3249000
2,1200,2,3465000
2,1160,2,5220000
2,1244,2,5500000
2,1160,2,3351000
2,972,2,4000000
2,1160,2,3351000
2,1090,2,3148000
2,1140,2,3292000
1,650,1,3500000
2,1155,2,5700000
3,1800,3,9200000
2,1300,2,2800000
2,1160,2,3350000
2,1025,2,2960000
2,829,2,2280000
4,2187.5,4,10500000
2,1252,2,6700000
2,1125,2,3263000
2,1140,2,3400000
3,1252,2,6500000
2,1135,2,4600000
3,1305,3,6500000
2,1165,2,3364000
3,1336,2,5035000
1,575,1,1675000
3,925,2,4982000
2,1065,2,3076000
2,1065,2,3075000
2,1140,2,3306000
2,911,2,2650000
2,1200,2,3465000
2,1031,2,5448000
2,950,2,3300000
3,1475,3,7829000
3,1490,3,7880000
2,1113.27,2,5300000
3,1490,3,8400000
2,1015,2,5600000
3,1515,2,8091000
2,995,2,4600000
3,1555,2,8200000
2,1340,2,7500000
3,1124,2,5500000
2,1175,2,5700000
1,755,1,4241000
1,580,1,2700000
2,940,2,4900000
2,1335,2,6700000
2,1113.12,2,5500000
3,1350,3,7100000
2,995,2,4980000
1,635,1,2600000
2,1190,2,6800000
3,1450,3,7254000
1,360,1,1690000
1,638,1,3200000
2,1175,2,6498000
1,585,1,2100000
2,1200,2,5976000
2,1145,2,5400000
2,1125,2,6500000
3,1550,2,8200000
2,865,2,4000000
3,1800,3,9300000
2,1314,2,6000000
2,1170,2,6200000
3,1450,3,7900000
2,940,2,4800000
2,940,2,4400000
2,1300,2,6700000
2,1028,2,5100000
2,1205,2,6000000
2,1305,2,6700000
1,755,1,3012000
2,1175,2,6000000
3,1700,3,18000000
3,1305,3,9545000
3,1870,3,18500000
3,1750,3,15000000
3,2000,3,20000000
3,3500,4,33000000
3,2350,4,28500000
2,1550,2,14000000
3,1900,4,14500000
3,2560,3,26500000
3,2400,3,26000000
3,2560,3,28800000
4,3436,5,34100000
2,1315,2,14000000
3,1706,3,15400000
3,2079,3,22000000
4,3435,2,34100000
4,3436,5,34500000
3,3100,3,40000000
3,5400,3,40000000
2,1180,2,10500000
4,2900,4,32500000
3,1870,3,18000000
1,896,1,10000000
2,1420,2,12000000
3,1820,2,8600000
2,1225,2,4700000
2,1140,2,4895000
3,1315,2,6500000
3,1315,3,6500000
3,1315,3,6400000
3,1735,3,7000000
3,1643,2,7000000
1,600,1,3800000
2,845,2,5500000
2,1112,2,6800000
2,998,2,6500000
2,1250,2,6500000
3,1325,2,6080000
2,1060,2,4870000
2,1150,2,5275000
3,1295,2,5950000
3,1320,2,6060000
3,1295,2,5950000
2,1150,2,5280000
2,1150,2,5280000
2,1060,2,4850000
2,1150,2,5250000
3,1325,2,6080000
2,1060,2,4866000
2,1150,2,5200000
2,1154,2,5180000
4,2400,4,40000000
3,1800,3,25200000
3,1350,3,24000000
4,2400,4,40000000
6,3000,4,37500000
6,2400,6,40000000
4,4000,3,75000000
2,861,2,3450000
3,1408,3,6200000
2,861,2,3450000
3,1318,3,5400000
2,861,2,3650000
3,1320,3,6000000
3,1345,3,6000000
4,1905,3,8600000
3,1318,3,5600000
2,1129,2,5000000
2,1100,2,4000000
2,967,2,4500000
3,1618,3,8250000
2,1222,2,6300000
3,1300,3,6500000
2,950,2,3800000
2,1153,2,4850000
1,812,1,2600000
3,1460,2,6500000
3,1500,3,7000000
3,1621,3,7200000
1,812,1,2600000
2,990,2,4000000
2,1235,2,6300000
3,1385,3,6400000
2,1000,2,3500000
2,1010,2,3500000
3,1435,2,6200000
2,945,2,4500000
4,2500,3,12000000
3,1230,2,5200000
2,1120,2,5000000
3,1500,3,6300000
2,1200,2,4000000
2,1280,2,6100000
2,1205,2,5658000
2,1170,2,4000000
4,3000,3,13200000
3,1613,3,7200000
2,1110,2,3625000
2,1245,2,5900000
2,1200,2,5000000
3,1670,3,12000000
4,3250,4,23000000
3,1776.42,3,10500000
4,3250,4,23000000
2,940,2,5680000
2,1075,2,6000000
3,1715,3,11500000
3,1751,2,11500000
3,1750,3,13000000
3,1530,3,10500000
3,1752,3,10500000
3,1680,4,9500000
3,1728,3,12500000
3,1645,3,11000000
3,1517,3,10000000
4,3150,4,21800000
3,1750,3,12000000
3,1751,3,11500000
3,1750,3,10500000
3,1885,3,13500000
3,1715,3,12000000
3,1623.29,2,10500000
3,1715,3,11500000
3,1715,3,10500000
3,1600,3,10500000
3,1717,3,12500000
2,1250,2,7500000
3,1715,3,11200000
3,1470,2,8200000
3,1745,3,10400000
3,1745,3,11500000
3,1745,3,11000000
3,1650,3,7100000
5,2570,4,14100000
2,1205,2,7000000
3,1435,2,8000000
2,1475,2,8000000
2,1100,2,4950000
2,1060,2,4600000
3,2000,3,12500000
2,1140,2,4300000
3,1356,2,6600000
3,1600,3,7500000
4,2000,3,9500000
2,1140,2,4911000
2,1195,2,4400000
2,1190,2,4000000
2,1457,2,6000000
2,1080,2,4100000
2,1175,2,4348000
3,1362,3,6263000
2,1071,2,5100000
2,1063,2,4000000
2,1235,2,5276000
3,1362,3,6263000
3,1362,3,6263000
3,1588,2,9000000
2,1235,2,4450000
2,1457,2,6000000
2,1050,2,4300000
3,1033,2,3200000
3,1400,3,4500000
2,993,2,4200000
2,1235,2,5276000
3,1490,2,30000000
2,600,3,14500000
3,2700,3,50000000
5,2040,4,50000000
3,2800,2,20000000
3,1722,3,9500000
4,1200,4,12000000
2,1200,2,6000000
2,1004,2,4900000
3,1783,3,12500000
3,1656,3,9000000
2,1089,2,6000000
3,1700,3,11000000
2,1198,2,6500000
4,1200,4,11500000
2,1200,2,12000000
3,1832,3,16000000
2,1374,2,9500000
2,1440,2,9800000
3,2800,3,25000000
2,1210,2,7500000
2,1265,2,7800000
2,1170,2,7500000
4,1900,3,9000000
3,1625,3,12000000
2,1301,2,12000000
2,1145,2,6850000
2,1300,2,9000000
2,1372,2,6800000
3,1475,3,7500000
2,1467,2,5500000
2,1140,2,4600000
2,1372,2,6100000
3,1750,3,9500000
2,1027,2,4400000
3,1650,3,11000000
2,1140,2,4600000
2,1372,2,6100000
2,1140,2,4600000
2,1185,2,6000000
2,1127,2,6800000
3,1600,2,11500000
2,1145,2,4800000
2,1009,2,5600000
2,1300,2,9800000
2,1140,2,4600000
2,1126,2,6900000
2,1140,2,4600000
2,1145,2,4600000
2,1142,2,6500000
2,1145,2,4600000
3,1844,3,9500000
2,1203,2,7200000
2,1140,2,4600000
5,4200,5,24500000
2,1140,2,4600000
2,1145,2,4600000
2,1009,2,5600000
2,1145,2,4600000
2,1100,2,4400000
2,1203,2,6000000
2,1120,2,7000000
2,1140,2,4600000
2,1289,2,7000000
3,1844,3,8900000
2,1203,2,6000000
2,1140,2,4600000
2,1240,2,7000000
2,1027,2,4400000
2,1194,2,4700000
2,1202,2,5300000
2,1056,2,6100000
3,1810,3,10000000
2,1194,2,4600000
2,1225,2,6738000
2,1243,2,4600000
2,1027,2,4400000
3,1920,3,11500000
3,1875,3,11000000
2,1194,2,4700000
2,1140,2,4300000
2,1027,2,4400000
2,1194,2,4600000
3,2017,3,12500000
2,1140,2,4300000
3,1875,3,11000000
2,1092,2,4400000
3,2475,4,13000000
2,1300,2,7300000
2,1194,2,4700000
2,1243,2,4600000
3,1850,3,11000000
2,1225,2,6738000
2,1243,2,4600000
4,3400,5,24000000
2,1464,2,5600000
2,1230,2,7800000
2,1000,2,4400000
2,1300,2,7900000
3,1444,2,8000000
2,1088,2,6800000
2,1027,2,4400000
2,1225,2,7000000
2,1194,2,4600000
3,1830,3,10100000
3,1810,3,12600000
2,1464,2,5600000
3,1520,2,9600000
2,1300,2,7500000
3,2017,2,12500000
2,1243,2,4600000
2,1027,2,4400000
4,2805,5,16000000
2,1243,2,4600000
2,1027,2,4400000
3,2017,3,10500000
2,1243,2,4600000
2,1243,2,4600000
3,1520,2,9000000
2,1300,2,6000000
3,1985,3,13000000
3,1255,2,9000000
2,1056,2,6000000
2,1140,2,4200000
2,1245,2,6200000
2,1140,2,5800000
2,1140,2,4200000
2,1027,2,4300000
2,1194,2,4700000
2,1194,2,4700000
3,1560,3,9000000
3,1520,2,8500000
2,1243,2,4500000
2,1027,2,4400000
2,1194,2,4600000
3,1650,3,10000000
3,1580,3,7300000
2,1243,2,4600000
2,1194,2,4700000
3,1520,2,9600000
3,1510,3,8305000
2,1056,2,6500000
3,1810,3,10000000
2,1243,2,4600000
1,575,1,3800000
2,1194,2,4600000
2,1243,2,4600000
2,1194,2,4600000
2,1140,2,4300000
3,1850,3,12000000
2,1194,2,4700000
2,1194,2,4700000
2,1243,2,4600000
3,1710,3,8500000
3,1730,3,9500000
2,1243,2,4600000
2,1243,2,4600000
2,1243,2,4600000
3,1817,3,11000000
2,1225,2,7700000
2,1285,2,7800000
2,1225,2,6748000
2,1225,2,6984000
2,1200,2,4600000
2,1315,2,8500000
3,1976,3,9200000
2,1300,2,7500000
2,1309,2,8200000
2,1027,1,4400000
2,1243,2,4600000
2,1243,2,4600000
2,1140,2,4300000
2,1300,2,7500000
2,1243,2,4600000
3,1890,3,8400000
2,1230,2,6765000
2,1194,2,4600000
2,1092,2,4400000
3,1255,3,9000000
3,1735,3,9700000
3,1810,3,9783000
2,1200,2,4600000
2,1243,2,4600000
3,1810,3,11200000
2,1508,2,7700000
3,1752.12,3,13500000
3,1709,3,15000000
2,1174,2,6900000
2,1033,2,4900000
2,1197,2,8400000
3,1757,3,13200000
2,1174,2,7600000
3,1754,3,12500000
2,1290,2,8500000
3,1752.12,3,11600000
3,1754,3,13500000
3,1754,3,12400000
2,1152,2,6900000
2,1290,2,8700000
3,1749,3,11500000
4,3385,4,26000000
3,1758,3,13300000
2,1197,2,7900000
2,1174,2,7800000
2,1200,2,5200000
2,1197,2,7900000
3,1749,3,11200000
2,1174,2,7500000
3,1750,3,13600000
3,1620,3,11000000
3,1762,3,13300000
3,1756,3,13100000
3,1755,3,13000000
3,1864,3,14000000
2,1331,2,8800000
3,1752.12,3,13300000
2,1133,2,5500000
3,1756,3,12800000
3,1749,3,12000000
2,1197,2,8200000
2,1303,2,9000000
3,1754,3,13200000
2,1174,2,7500000
3,1756,3,13400000
2,1197,2,7800000
2,1290,2,8990000
2,1386,2,8500000
2,1174,2,7400000
2,1174,2,7800000
3,1755,3,11500000
4,2569,4,17500000
2,1197,2,7700000
3,1752.12,3,12500000
4,2569,5,18000000
2,1225,2,5600000
2,1197,2,7600000
2,1197,2,7500000
3,1755,3,11700000
2,1197,2,7990000
2,936,2,4500000
4,2990,4,22500000
2,1370,2,8800000
2,1335,2,7276000
3,1760,2,12300000
4,5611.5,4,47700000
2,1349,2,9820000
4,2483,5,21200000
3,1760,2,13000000
3,1920,3,13400000
2,1337,2,8200000
2,1349,2,9800000
3,1790,3,12700000
2,687.325,2,4272000
3,1985,4,18900000
4,2483,5,21500000
2,1080,2,5400000
2,812,2,5500000
4,3067,4,23000000
3,2526,2,25000000
4,3067,4,23000000
2,823,2,5063000
2,1420,2,12300000
2,1420,2,9939000
4,4235,4,36500000
3,1700,3,12400000
4,3960,5,38600000
2,1420,2,9939000
2,1440,2,11500000
2,1100,2,5400000
3,2400,4,18000000
2,1420,2,10700000
2,1320,2,9200000
2,919,2,4900000
3,1645,3,13500000
3,2080,3,17500000
4,2483,5,23000000
3,2600,3,19500000
3,1645,3,11700000
2,1251,2,8873000
3,1645,3,12100000
3,1760,3,12300000
4,3960,5,38600000
3,1645,3,12000000
3,1255,2,9000000
3,1645,3,11700000
3,1636,3,11900000
3,1255,2,9500000
3,1255,2,9500000
2,1088,2,6145000
2,1349,2,9780000
2,1344,2,10800000
3,1255,2,9000000
2,1138,2,11000000
4,2790,5,20400000
2,1088,2,6200000
3,1987,4,16500000
2,1299,2,10000000
2,1200,2,6000000
3,1645,3,11700000
2,1390,2,9500000
2,1333,2,10000000
3,2650,4,19900000
3,1800,3,14000000
4,2470,4,20300000
3,1255,2,9500000
2,1333,2,10400000
3,1645,3,11700000
3,2600,3,19900000
2,1345,2,9700000
2,985,2,6200000
2,1320,2,9100000
3,2388,3,19500000
2,1040,2,5500000
3,2600,3,19500000
4,2630,5,18800000
3,1645,3,11300000
2,1420,2,9939000
2,1162,2,6900000
2,1100,2,6000000
4,4235,5,36400000
2,1299,2,9700000
4,2470,5,19200000
3,1645,3,11700000
3,1920,3,13400000
3,1920,3,15000000
4,2375,4,18900000
2,1420,2,9926000
2,1252,2,9200000
2,1162,2,5900000
2,1294,2,11500000
2,1150,2,5700000
3,1740,2,13700000
3,1662,3,15500000
3,2250,3,21900000
2,1349,2,9800000
2,1349,2,9680000
3,1700,3,15500000
3,1800,3,17500000
3,2900,4,30000000
3,3522,3,38000000
5,2280,5,20000000
2,1200,2,12500000
3,2900,4,24000000
2,1300,2,10200000
3,1466,2,14000000
3,1725,2,16500000
3,1200,3,12500000
3,3408,3,26000000
2,1485,3,13200000
2,1400,2,10800000
3,1800,3,15000000
5,2400,5,20000000
5,2800,5,22000000
3,1785,3,16500000
4,3729,4,38400000
3,1600,3,17000000
3,1730,3,17500000
3,1569,3,10100000
6,3000,7,21000000
3,2026,3,13200000
3,1801,3,11500000
2,1050,1,5600000
2,1341,2,9700000
3,2112.95,4,14500000
4,1200,4,8300000
3,1703,3,11300000
3,1570,3,10500000
3,1801,3,14000000
3,1584.01,3,10300000
3,1965,4,12500000
2,1200,2,7500000
3,1847,3,13500000
3,1965,4,13200000
3,1703,3,12500000
3,1847,3,12500000
3,2144.6,4,14500000
3,1718,3,11900000
3,1847,3,12300000
2,1340,2,7200000
3,2087.01,3,11500000
3,1703,3,13000000
3,2087.01,4,13500000
3,1718,3,13000000
3,1884,4,11800000
3,1930,4,12200000
3,1584.01,3,10400000
3,1168,2,6800000
3,2162.03,4,12900000
3,2087.01,4,16000000
2,1000,2,6600000
3,1348,2,8050000
2,1075,2,5200000
2,1255,2,5232000
2,1225,2,5700000
2,1255,2,5750000
2,1259,2,5700000
2,1255,2,5350000
2,1285,2,6000000
2,1285,2,6000000
2,1100,2,6000000
2,1231,2,4800000
2,1255,2,5800000
2,1040,2,4212000
2,1255,2,5450000
2,1041,2,4060000
2,1255,2,5550000
2,1231,2,5000000
5,2500,5,12500000
2,1160,2,4900000
3,2400,3,13500000
2,1255,2,5350000
2,1255,2,5550000
2,1100,2,4455000
2,1255,2,5750000
2,960,2,4800000
2,1020,2,4800000
2,1255,2,5232000
2,1295,2,6400000
3,1935,3,10200000
3,1345,2,6900000
2,1255,2,5800000
2,1420,2,6200000
2,1155,2,5450000
2,1255,2,5232000
2,1255,2,5235000
2,1255,2,5450000
3,1830,2,11300000
3,1830.5,3,8420500
2,1255,2,5550000
2,1255,2,5357000
2,1255,2,5650000
2,1050,2,4273000
2,1295,2,6200000
3,2089,3,14000000
8,5000,8,25000000
2,1385,2,8309000
2,1317.5,2,6377000
3,2264,3,15900000
2,1157,2,8400000
3,1904,3,12000000
3,1891,3,10900000
3,1561,3,9500000
3,2060,3,14900000
3,1482,2,9200000
2,1232,2,8900000
2,1065,2,4260000
3,1482,2,8700000
3,1891,3,13900000
3,1703,3,10100000
2,1232,2,6961000
2,987,2,4900000
3,2160,3,16000000
3,1680,3,9927000
2,1065,2,4260000
2,1385,2,8309000
3,2350,3,17400000
3,1586,3,9394000
3,1975,3,12300000
3,1290,2,9450000
2,901,2,4950000
3,1445,3,8656000
3,1482,2,9700000
2,1182,2,8250000
2,1036,2,5946000
3,1891,3,10900000
2,1232,2,6961000
3,2320,3,17000000
3,1936,3,11800000
2,1480,2,6500000
3,1590,3,9650000
3,1445,2,10500000
2,1036,2,5945000
3,1832,3,12500000
2,1359,2,10400000
2,1341,2,7576000
2,1040,2,5000000
2,1414,2,8418000
3,1949,3,13300000
2,1232,2,8900000
3,1250,2,7788000
4,2502,4,18000000
3,1831,3,11000000
2,1232,2,8700000
2,1232,2,7400000
2,1232,2,6600000
